3240,3150.0
1008,945.0
300,300.0
1035,840.0
1736,1600.0
1458,1417.5
2313,2160.0
1512,1350.0
1701,1680.0
168,140.0
126,126.0
288,288.0
3003,2835.0
2058,1890.0
432,420.0
9,9.0
2375,2160.0
2180,2100.0
1260,1260.0
1035,840.0
504,504.0
210,210.0
252,252.0
480,420.0
690,675.0
288,288.0
1701,1680.0
1995,1800.0
300,300.0
2180,2100.0
225,225.0
567,567.0
243,240.0
42,42.0
1008,945.0
1038,945.0
35,35.0
630,560.0
1701,1680.0
630,525.0
1176,1050.0
42,42.0
2180,2100.0
225,225.0
1080,1050.0
252,252.0
252,252.0
1232,1050.0
936,840.0
1539,1350.0
1,1.0
1134,1050.0
42,42.0
2940,2800.0
3168,2700.0
1856,1680.0
243,240.0
504,504.0
945,933.3333333333334
300,300.0
90,90.0
2165,1920.0
690,675.0
450,450.0
1652,1350.0
36,36.0
35,35.0
350,350.0
2520,2362.5
525,525.0
36,36.0
252,252.0
525,525.0
450,450.0
756,756.0
2180,2100.0
2016,1866.6666666666667
595,525.0
315,315.0
1176,1120.0
630,560.0
3003,2835.0
1764,1575.0
630,525.0
2304,2240.0
707,630.0
768,768.0
1176,1050.0
35,35.0
720,700.0
160,160.0
72,72.0
225,225.0
756,756.0
756,720.0
2730,2362.5
2520,2362.5
378,350.0
2304,2240.0
1232,1050.0
5080,4725.0
525,525.0
2730,2362.5
2940,2800.0
630,560.0
707,630.0
75,75.0
1038,945.0
2375,2160.0
456,420.0
2840,2520.0
1539,1350.0
1890,1800.0
4630,4320.0
288,288.0
1260,1260.0
3168,2700.0
126,126.0
630,560.0
315,315.0
756,720.0
2016,1866.6666666666667
720,700.0
1512,1440.0
1458,1417.5
2058,1890.0
252,252.0
1944,1890.0
2165,1920.0
720,700.0
84,84.0
1995,1800.0
962,900.0
2016,1890.0
1035,840.0
252,252.0
2304,2240.0
2375,2160.0
2375,2160.0
1539,1350.0
5312,5040.0
1176,1120.0
945,933.3333333333334
160,160.0
1908,1575.0
9,9.0
36,36.0
962,900.0
2940,2800.0
504,450.0
891,810.0
928,840.0
1944,1890.0
756,720.0
1701,1680.0
8640,8100.0
1764,1575.0
456,420.0
243,240.0
378,360.0
456,420.0
1413,1260.0
567,567.0
4630,4320.0
936,840.0
1080,1050.0
567,567.0
1080,1050.0
504,504.0
456,420.0
1701,1680.0
5080,4725.0
75,75.0
936,840.0
2840,2520.0
1134,1050.0
480,420.0
9,9.0
1004,840.0
630,630.0
2375,2160.0
567,567.0
2016,1866.6666666666667
9,9.0
1908,1575.0
630,525.0
962,900.0
432,420.0
1176,1050.0
1176,1120.0
891,810.0
1944,1890.0
1512,1440.0
928,840.0
2304,2240.0
2313,2160.0
480,420.0
720,700.0
243,240.0
525,525.0
252,252.0
1855,1680.0
378,360.0
42,42.0
1004,840.0
1764,1575.0
315,315.0
1035,840.0
1855,1680.0
630,630.0
72,72.0
2313,2160.0
3168,2700.0
891,810.0
2165,1920.0
3003,2835.0
2058,1890.0
288,288.0
1008,945.0
1176,1120.0
891,810.0
1232,1050.0
2313,2160.0
252,252.0
1176,1050.0
945,933.3333333333334
1856,1680.0
1458,1417.5
84,84.0
1764,1575.0
378,360.0
5080,4725.0
1764,1575.0
1413,1260.0
690,675.0
2180,2100.0
1,1.0
350,350.0
252,252.0
2180,2100.0
1855,1680.0
756,720.0
75,75.0
962,900.0
1413,1260.0
1134,1050.0
2730,2362.5
504,504.0
168,140.0
1995,1800.0
1539,1350.0
378,360.0
480,420.0
36,36.0
595,525.0
1035,840.0
707,630.0
1856,1680.0
504,504.0
350,350.0
1035,840.0
1908,1575.0
450,450.0
3168,2700.0
126,126.0
84,84.0
1134,1050.0
90,90.0
945,933.3333333333334
432,420.0
1736,1600.0
315,315.0
9,9.0
1004,840.0
4630,4320.0
75,75.0
1008,945.0
2016,1890.0
448,448.0
315,315.0
707,630.0
1458,1417.5
504,450.0
90,90.0
1512,1440.0
160,160.0
2375,2160.0
2840,2520.0
350,350.0
2520,2362.5
1855,1680.0
2016,1890.0
630,525.0
1232,1050.0
504,450.0
126,126.0
2840,2520.0
448,448.0
252,252.0
252,252.0
707,630.0
2520,2362.5
1,1.0
225,225.0
2520,2362.5
595,525.0
5312,5040.0
1458,1417.5
1413,1260.0
36,36.0
243,240.0
1512,1350.0
225,225.0
480,420.0
4630,4320.0
945,933.3333333333334
126,126.0
432,420.0
1008,945.0
1539,1350.0
378,360.0
928,840.0
3003,2835.0
1890,1800.0
35,35.0
288,288.0
1260,1260.0
720,700.0
210,210.0
168,140.0
300,300.0
3168,2700.0
456,420.0
525,525.0
1862,1620.0
1855,1680.0
35,35.0
3003,2835.0
210,210.0
90,90.0
450,450.0
1995,1800.0
1862,1620.0
756,720.0
2520,2362.5
2313,2160.0
1995,1800.0
1080,1050.0
630,560.0
3168,2700.0
1080,1050.0
456,420.0
2730,2362.5
504,450.0
2313,2160.0
2165,1920.0
756,756.0
1176,1050.0
