216,216.0
284,252.0
1540,1440.0
906,864.0
541,472.5
536,504.0
560,560.0
162,162.0
105,105.0
280,240.0
906,864.0
588,540.0
1540,1440.0
192,168.0
468,420.0
160,157.5
120,120.0
112,105.0
560,540.0
720,708.75
27,27.0
423,378.0
168,168.0
560,540.0
70,70.0
56,56.0
56,56.0
280,240.0
504,472.5
536,504.0
392,360.0
284,252.0
168,168.0
423,378.0
56,56.0
8,8.0
720,672.0
980,945.0
392,378.0
504,472.5
168,168.0
560,540.0
84,84.0
42,42.0
168,168.0
350,315.0
873,810.0
84,84.0
168,168.0
392,360.0
280,240.0
120,120.0
896,840.0
216,216.0
42,42.0
56,56.0
504,472.5
468,420.0
224,216.0
189,189.0
336,315.0
42,42.0
560,540.0
512,504.0
323,288.0
392,378.0
368,336.0
906,864.0
48,48.0
336,315.0
160,157.5
791,720.0
350,315.0
536,504.0
350,315.0
896,840.0
980,945.0
468,420.0
499,420.0
284,252.0
541,472.5
541,472.5
224,216.0
27,27.0
420,420.0
105,105.0
560,540.0
168,168.0
448,432.0
1340,1260.0
420,420.0
48,48.0
420,420.0
499,420.0
512,504.0
8,8.0
536,504.0
224,216.0
112,94.5
499,420.0
499,420.0
42,42.0
216,216.0
560,560.0
112,94.5
873,810.0
588,540.0
370,360.0
720,672.0
323,288.0
588,540.0
8,8.0
160,157.5
48,48.0
392,378.0
423,378.0
873,810.0
536,504.0
280,240.0
512,504.0
873,810.0
323,288.0
588,540.0
280,280.0
56,56.0
56,56.0
392,378.0
344,315.0
84,84.0
720,708.75
216,216.0
448,432.0
112,105.0
392,360.0
224,216.0
423,378.0
536,504.0
906,864.0
720,708.75
105,105.0
423,378.0
1340,1260.0
344,315.0
8,8.0
162,162.0
1,1.0
160,157.5
512,504.0
168,168.0
112,105.0
42,42.0
368,336.0
28,28.0
468,420.0
105,105.0
370,360.0
105,105.0
980,945.0
28,28.0
504,472.5
541,472.5
423,378.0
189,189.0
906,864.0
27,27.0
344,315.0
192,168.0
160,157.5
8,8.0
873,810.0
160,157.5
350,315.0
162,162.0
224,216.0
280,280.0
48,48.0
392,378.0
192,168.0
368,336.0
512,504.0
588,540.0
323,288.0
224,216.0
323,288.0
56,56.0
280,280.0
504,472.5
162,162.0
48,48.0
980,945.0
42,42.0
468,420.0
56,56.0
560,560.0
392,378.0
1340,1260.0
28,28.0
791,720.0
791,720.0
112,94.5
42,42.0
168,168.0
468,420.0
56,56.0
216,216.0
541,472.5
28,28.0
448,432.0
448,432.0
791,720.0
280,240.0
120,120.0
512,504.0
162,162.0
350,315.0
105,105.0
189,189.0
1,1.0
368,336.0
980,945.0
27,27.0
873,810.0
280,280.0
560,540.0
344,315.0
112,105.0
112,105.0
112,105.0
392,360.0
42,42.0
791,720.0
8,8.0
499,420.0
1540,1440.0
168,168.0
168,168.0
344,315.0
42,42.0
280,280.0
350,315.0
84,84.0
168,168.0
906,864.0
1,1.0
189,189.0
448,432.0
280,240.0
370,360.0
392,360.0
980,945.0
588,540.0
84,84.0
720,672.0
120,120.0
448,432.0
162,162.0
323,288.0
368,336.0
28,28.0
28,28.0
541,472.5
120,120.0
27,27.0
344,315.0
48,48.0
392,360.0
896,840.0
216,216.0
368,336.0
280,280.0
791,720.0
504,472.5
27,27.0
189,189.0
168,168.0
336,315.0
84,84.0
499,420.0
70,70.0
70,70.0
120,120.0
189,189.0
