155,140.0
98,96.0
98,96.0
70,70.0
14,14.0
35,35.0
147,140.0
21,21.0
98,93.33333333333333
56,56.0
336,320.0
42,42.0
20,20.0
64,64.0
91,84.0
35,35.0
56,56.0
105,93.33333333333333
98,96.0
42,42.0
21,21.0
35,35.0
174,168.0
245,240.0
147,140.0
98,93.33333333333333
70,60.0
70,70.0
98,93.33333333333333
336,320.0
1,1.0
189,180.0
35,35.0
175,160.0
245,240.0
105,105.0
96,84.0
90,90.0
64,64.0
70,70.0
90,90.0
56,56.0
105,93.33333333333333
105,93.33333333333333
140,140.0
298,280.0
105,105.0
21,21.0
236,224.0
28,28.0
245,240.0
64,64.0
96,84.0
42,42.0
155,140.0
298,280.0
35,35.0
14,14.0
175,160.0
20,20.0
98,93.33333333333333
7,7.0
105,105.0
7,7.0
272,248.88888888888889
28,28.0
70,70.0
236,224.0
175,160.0
105,93.33333333333333
14,14.0
174,168.0
105,93.33333333333333
155,140.0
14,14.0
14,14.0
7,7.0
175,160.0
35,35.0
140,140.0
147,140.0
56,56.0
91,84.0
96,84.0
155,140.0
105,105.0
189,180.0
105,105.0
7,7.0
272,248.88888888888889
98,93.33333333333333
140,140.0
175,160.0
175,160.0
20,20.0
98,96.0
155,140.0
210,210.0
21,21.0
147,140.0
298,280.0
28,28.0
210,210.0
64,64.0
28,28.0
20,20.0
91,84.0
56,56.0
96,84.0
298,280.0
210,210.0
245,240.0
336,320.0
96,84.0
28,28.0
1,1.0
298,280.0
70,60.0
20,20.0
56,56.0
70,70.0
272,248.88888888888889
236,224.0
91,84.0
70,70.0
91,84.0
90,90.0
245,240.0
48,46.666666666666664
98,93.33333333333333
98,96.0
7,7.0
147,140.0
189,180.0
96,84.0
189,180.0
64,64.0
42,42.0
1,1.0
147,140.0
70,60.0
21,21.0
174,168.0
298,280.0
189,180.0
105,105.0
91,84.0
14,14.0
245,240.0
105,93.33333333333333
42,42.0
21,21.0
155,140.0
28,28.0
189,180.0
98,96.0
7,7.0
20,20.0
64,64.0
42,42.0
